# Logger: CSVLogger | Started: Fri Sep 26 15:20:21 2025
partition,stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras,__topic__
reconstructed,temp-1,temp-1-1758914510351,1758914510.3510175,1758914510.3510175,1758914510.3510175,float,C,19.922045546579536,19.098315843404315,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 19.922045546579536},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914545348,1758914545.348961,1758914545.348961,1758914545.348961,float,C,18.95027440049783,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.95027440049783},groundtruth.temp-1
observed,temp-1,temp-1-1758914511357,1758914511.3575976,1758914511.3575976,1758914511.3575976,float,C,25.75112768690481,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.75112768690481},observed.temp-1
reconstructed,temp-1,temp-1-1758914511357,1758914511.3575976,1758914511.3575976,1758914511.3575976,float,C,25.75112768690481,25.14236496543717,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.75112768690481},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914546354,1758914546.3545945,1758914546.3545945,1758914546.3545945,float,C,25.188447922551678,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.188447922551678},groundtruth.temp-1
observed,temp-1,temp-1-1758914512351,1758914512.351607,1758914512.351607,1758914512.351607,float,C,23.38738026033924,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.38738026033924},observed.temp-1
reconstructed,temp-1,temp-1-1758914512351,1758914512.351607,1758914512.351607,1758914512.351607,float,C,23.38738026033924,24.54097957711405,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.38738026033924},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914547356,1758914547.3567343,1758914547.3567343,1758914547.3567343,float,C,25.939525561205084,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.939525561205084},groundtruth.temp-1
observed,temp-1,temp-1-1758914513355,1758914513.3550456,1758914513.3550456,1758914513.3550456,float,C,25.355306518470947,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.355306518470947},observed.temp-1
reconstructed,temp-1,temp-1-1758914513355,1758914513.3550456,1758914513.3550456,1758914513.3550456,float,C,25.355306518470947,25.530503423147266,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.355306518470947},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914549356,1758914549.3569975,1758914549.3569975,1758914549.3569975,float,C,27.54601135741184,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.54601135741184},groundtruth.temp-1
observed,temp-1,temp-1-1758914514356,1758914514.3568325,1758914514.3568325,1758914514.3568325,float,C,16.176594680127813,,,,,observed,SimulatedDroppingStream,{'ground_truth': 16.176594680127813},observed.temp-1
reconstructed,temp-1,temp-1-1758914514356,1758914514.3568325,1758914514.3568325,1758914514.3568325,float,C,16.176594680127813,17.546052394547786,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 16.176594680127813},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914551349,1758914551.3490489,1758914551.3490489,1758914551.3490489,float,C,15.57919276706415,,,,,groundtruth,GroundTruthStream,{'ground_truth': 15.57919276706415},groundtruth.temp-1
observed,temp-1,temp-1-1758914515347,1758914515.347659,1758914515.3623855,1758914515.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914515347,1758914515.347659,1758914515.3623855,1758914515.347659,float,C,9.771849169224357,9.771849169224357,KalmanFilter,0.5973964726772792,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914552359,1758914552.3592732,1758914552.3592732,1758914552.3592732,float,C,28.675443429976887,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.675443429976887},groundtruth.temp-1
observed,temp-1,temp-1-1758914516347,1758914516.347659,1758914516.3585901,1758914516.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914516347,1758914516.347659,1758914516.3585901,1758914516.347659,float,C,-0.8216119913449966,-0.8216119913449966,KalmanFilter,0.2539866070097363,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914553356,1758914553.3564188,1758914553.3564188,1758914553.3564188,float,C,25.065443267923833,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.065443267923833},groundtruth.temp-1
observed,temp-1,temp-1-1758914517350,1758914517.3509078,1758914517.3509078,1758914517.3509078,float,C,23.006339668082283,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.006339668082283},observed.temp-1
reconstructed,temp-1,temp-1-1758914517350,1758914517.3509078,1758914517.3509078,1758914517.3509078,float,C,23.006339668082283,22.598012948736432,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.006339668082283},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914554362,1758914554.362504,1758914554.362504,1758914554.362504,float,C,25.969137347464358,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.969137347464358},groundtruth.temp-1
observed,temp-1,temp-1-1758914518347,1758914518.347659,1758914518.3616233,1758914518.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914518347,1758914518.347659,1758914518.3616233,1758914518.347659,float,C,26.867713335922872,26.867713335922872,KalmanFilter,0.5747125562179167,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914556353,1758914556.3532393,1758914556.3532393,1758914556.3532393,float,C,29.636684721051058,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.636684721051058},groundtruth.temp-1
observed,temp-1,temp-1-1758914519347,1758914519.347659,1758914519.3534296,1758914519.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914519347,1758914519.347659,1758914519.3534296,1758914519.347659,float,C,32.74688929940587,32.74688929940587,KalmanFilter,0.22378828953731164,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914557355,1758914557.35552,1758914557.35552,1758914557.35552,float,C,20.171919993521502,,,,,groundtruth,GroundTruthStream,{'ground_truth': 20.171919993521502},groundtruth.temp-1
observed,temp-1,temp-1-1758914520357,1758914520.3574605,1758914520.3574605,1758914520.3574605,float,C,22.03624017500042,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.03624017500042},observed.temp-1
reconstructed,temp-1,temp-1-1758914520357,1758914520.3574605,1758914520.3574605,1758914520.3574605,float,C,22.03624017500042,22.202547381950914,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.03624017500042},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914558360,1758914558.3600113,1758914558.3600113,1758914558.3600113,float,C,18.816584587222284,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.816584587222284},groundtruth.temp-1
observed,temp-1,temp-1-1758914521361,1758914521.361997,1758914521.361997,1758914521.361997,float,C,21.220686458794695,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.220686458794695},observed.temp-1
reconstructed,temp-1,temp-1-1758914521361,1758914521.361997,1758914521.361997,1758914521.361997,float,C,21.220686458794695,21.221811285897108,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.220686458794695},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914559359,1758914559.35907,1758914559.35907,1758914559.35907,float,C,18.597089780012684,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.597089780012684},groundtruth.temp-1
observed,temp-1,temp-1-1758914522355,1758914522.3552134,1758914522.3552134,1758914522.3552134,float,C,16.68129958189521,,,,,observed,SimulatedDroppingStream,{'ground_truth': 16.68129958189521},observed.temp-1
reconstructed,temp-1,temp-1-1758914522355,1758914522.3552134,1758914522.3552134,1758914522.3552134,float,C,16.68129958189521,17.033132494880938,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 16.68129958189521},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914560360,1758914560.3600116,1758914560.3600116,1758914560.3600116,float,C,21.953148100757076,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.953148100757076},groundtruth.temp-1
observed,temp-1,temp-1-1758914523348,1758914523.3485334,1758914523.3485334,1758914523.3485334,float,C,23.279103205199355,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.279103205199355},observed.temp-1
reconstructed,temp-1,temp-1-1758914523348,1758914523.3485334,1758914523.3485334,1758914523.3485334,float,C,23.279103205199355,21.90277526431199,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.279103205199355},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914561362,1758914561.362043,1758914561.362043,1758914561.362043,float,C,29.377621757706663,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.377621757706663},groundtruth.temp-1
observed,temp-1,temp-1-1758914524355,1758914524.3554606,1758914524.3554606,1758914524.3554606,float,C,28.91148623939756,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.91148623939756},observed.temp-1
reconstructed,temp-1,temp-1-1758914524355,1758914524.3554606,1758914524.3554606,1758914524.3554606,float,C,28.91148623939756,28.41931345134205,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.91148623939756},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914562355,1758914562.3552117,1758914562.3552117,1758914562.3552117,float,C,21.1056905364519,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.1056905364519},groundtruth.temp-1
observed,temp-1,temp-1-1758914525352,1758914525.352435,1758914525.352435,1758914525.352435,float,C,19.23955303443558,,,,,observed,SimulatedDroppingStream,{'ground_truth': 19.23955303443558},observed.temp-1
reconstructed,temp-1,temp-1-1758914525352,1758914525.352435,1758914525.352435,1758914525.352435,float,C,19.23955303443558,21.431881130572705,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 19.23955303443558},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914563358,1758914563.3587246,1758914563.3587246,1758914563.3587246,float,C,25.67292266560097,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.67292266560097},groundtruth.temp-1
observed,temp-1,temp-1-1758914526359,1758914526.359885,1758914526.359885,1758914526.359885,float,C,21.730315913990232,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.730315913990232},observed.temp-1
reconstructed,temp-1,temp-1-1758914526359,1758914526.359885,1758914526.359885,1758914526.359885,float,C,21.730315913990232,21.166041662226267,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.730315913990232},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914564357,1758914564.357834,1758914564.357834,1758914564.357834,float,C,18.216023509154052,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.216023509154052},groundtruth.temp-1
observed,temp-1,temp-1-1758914527351,1758914527.3517065,1758914527.3517065,1758914527.3517065,float,C,21.535998236972745,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.535998236972745},observed.temp-1
reconstructed,temp-1,temp-1-1758914527351,1758914527.3517065,1758914527.3517065,1758914527.3517065,float,C,21.535998236972745,21.18646471490913,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.535998236972745},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914565364,1758914565.3643205,1758914565.3643205,1758914565.3643205,float,C,15.340011209999544,,,,,groundtruth,GroundTruthStream,{'ground_truth': 15.340011209999544},groundtruth.temp-1
observed,temp-1,temp-1-1758914528361,1758914528.3619285,1758914528.3619285,1758914528.3619285,float,C,26.283658201230345,,,,,observed,SimulatedDroppingStream,{'ground_truth': 26.283658201230345},observed.temp-1
reconstructed,temp-1,temp-1-1758914528361,1758914528.3619285,1758914528.3619285,1758914528.3619285,float,C,26.283658201230345,25.51041217336993,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 26.283658201230345},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914566360,1758914566.360922,1758914566.360922,1758914566.360922,float,C,19.570862364476962,,,,,groundtruth,GroundTruthStream,{'ground_truth': 19.570862364476962},groundtruth.temp-1
observed,temp-1,temp-1-1758914529347,1758914529.347659,1758914529.3526764,1758914529.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914529347,1758914529.347659,1758914529.3526764,1758914529.347659,float,C,29.51171454696671,29.51171454696671,KalmanFilter,0.5974360774096706,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914567362,1758914567.3629167,1758914567.3629167,1758914567.3629167,float,C,17.659720609559567,,,,,groundtruth,GroundTruthStream,{'ground_truth': 17.659720609559567},groundtruth.temp-1
observed,temp-1,temp-1-1758914530348,1758914530.3482473,1758914530.3482473,1758914530.3482473,float,C,19.49053781542906,,,,,observed,SimulatedDroppingStream,{'ground_truth': 19.49053781542906},observed.temp-1
reconstructed,temp-1,temp-1-1758914530348,1758914530.3482473,1758914530.3482473,1758914530.3482473,float,C,19.49053781542906,19.99793811925202,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 19.49053781542906},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914568356,1758914568.3560002,1758914568.3560002,1758914568.3560002,float,C,29.94510485500104,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.94510485500104},groundtruth.temp-1
observed,temp-1,temp-1-1758914531354,1758914531.3545978,1758914531.3545978,1758914531.3545978,float,C,22.666451400465377,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.666451400465377},observed.temp-1
reconstructed,temp-1,temp-1-1758914531354,1758914531.3545978,1758914531.3545978,1758914531.3545978,float,C,22.666451400465377,21.8254147263228,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.666451400465377},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914569357,1758914569.3578181,1758914569.3578181,1758914569.3578181,float,C,19.99055653165355,,,,,groundtruth,GroundTruthStream,{'ground_truth': 19.99055653165355},groundtruth.temp-1
observed,temp-1,temp-1-1758914532363,1758914532.3636806,1758914532.3636806,1758914532.3636806,float,C,18.827423379225124,,,,,observed,SimulatedDroppingStream,{'ground_truth': 18.827423379225124},observed.temp-1
reconstructed,temp-1,temp-1-1758914532363,1758914532.3636806,1758914532.3636806,1758914532.3636806,float,C,18.827423379225124,19.244455676637195,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 18.827423379225124},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914570360,1758914570.3609123,1758914570.3609123,1758914570.3609123,float,C,18.117868529566508,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.117868529566508},groundtruth.temp-1
observed,temp-1,temp-1-1758914533352,1758914533.3520918,1758914533.3520918,1758914533.3520918,float,C,23.40664374522593,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.40664374522593},observed.temp-1
reconstructed,temp-1,temp-1-1758914533352,1758914533.3520918,1758914533.3520918,1758914533.3520918,float,C,23.40664374522593,22.60345199480282,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.40664374522593},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914573357,1758914573.3570235,1758914573.3570235,1758914573.3570235,float,C,26.955039678568973,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.955039678568973},groundtruth.temp-1
observed,temp-1,temp-1-1758914534360,1758914534.3603618,1758914534.3603618,1758914534.3603618,float,C,23.515453336430085,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.515453336430085},observed.temp-1
reconstructed,temp-1,temp-1-1758914534360,1758914534.3603618,1758914534.3603618,1758914534.3603618,float,C,23.515453336430085,23.740542252318637,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.515453336430085},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914575364,1758914575.3644338,1758914575.3644338,1758914575.3644338,float,C,18.72640889269109,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.72640889269109},groundtruth.temp-1
observed,temp-1,temp-1-1758914535358,1758914535.3586955,1758914535.3586955,1758914535.3586955,float,C,15.607367042610937,,,,,observed,SimulatedDroppingStream,{'ground_truth': 15.607367042610937},observed.temp-1
reconstructed,temp-1,temp-1-1758914535358,1758914535.3586955,1758914535.3586955,1758914535.3586955,float,C,15.607367042610937,16.953302795365374,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 15.607367042610937},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914578348,1758914578.3485591,1758914578.3485591,1758914578.3485591,float,C,18.173710116756236,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.173710116756236},groundtruth.temp-1
observed,temp-1,temp-1-1758914536351,1758914536.3514092,1758914536.3514092,1758914536.3514092,float,C,19.148599654803586,,,,,observed,SimulatedDroppingStream,{'ground_truth': 19.148599654803586},observed.temp-1
reconstructed,temp-1,temp-1-1758914536351,1758914536.3514092,1758914536.3514092,1758914536.3514092,float,C,19.148599654803586,18.114508217052023,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 19.148599654803586},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914579365,1758914579.3653224,1758914579.3653224,1758914579.3653224,float,C,20.389629562197396,,,,,groundtruth,GroundTruthStream,{'ground_truth': 20.389629562197396},groundtruth.temp-1
observed,temp-1,temp-1-1758914537360,1758914537.3609986,1758914537.3609986,1758914537.3609986,float,C,16.563247948191005,,,,,observed,SimulatedDroppingStream,{'ground_truth': 16.563247948191005},observed.temp-1
reconstructed,temp-1,temp-1-1758914537360,1758914537.3609986,1758914537.3609986,1758914537.3609986,float,C,16.563247948191005,16.623097909239434,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 16.563247948191005},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914580357,1758914580.3572004,1758914580.3572004,1758914580.3572004,float,C,28.244350353540533,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.244350353540533},groundtruth.temp-1
observed,temp-1,temp-1-1758914538347,1758914538.347659,1758914538.3510964,1758914538.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914538347,1758914538.347659,1758914538.3510964,1758914538.347659,float,C,15.18322357362814,15.18322357362814,KalmanFilter,0.5974127782829072,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914582355,1758914582.355354,1758914582.355354,1758914582.355354,float,C,29.342382961685285,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.342382961685285},groundtruth.temp-1
observed,temp-1,temp-1-1758914539354,1758914539.3543007,1758914539.3543007,1758914539.3543007,float,C,23.063701812074072,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.063701812074072},observed.temp-1
reconstructed,temp-1,temp-1-1758914539354,1758914539.3543007,1758914539.3543007,1758914539.3543007,float,C,23.063701812074072,22.75415918800924,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.063701812074072},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914583354,1758914583.3547125,1758914583.3547125,1758914583.3547125,float,C,22.117918969419026,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.117918969419026},groundtruth.temp-1
observed,temp-1,temp-1-1758914540361,1758914540.3612652,1758914540.3612652,1758914540.3612652,float,C,17.780501116329813,,,,,observed,SimulatedDroppingStream,{'ground_truth': 17.780501116329813},observed.temp-1
reconstructed,temp-1,temp-1-1758914540361,1758914540.3612652,1758914540.3612652,1758914540.3612652,float,C,17.780501116329813,19.050315922856573,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 17.780501116329813},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914585353,1758914585.3530889,1758914585.3530889,1758914585.3530889,float,C,24.65664613401199,,,,,groundtruth,GroundTruthStream,{'ground_truth': 24.65664613401199},groundtruth.temp-1
observed,temp-1,temp-1-1758914541354,1758914541.3540173,1758914541.3540173,1758914541.3540173,float,C,20.9817184295908,,,,,observed,SimulatedDroppingStream,{'ground_truth': 20.9817184295908},observed.temp-1
reconstructed,temp-1,temp-1-1758914541354,1758914541.3540173,1758914541.3540173,1758914541.3540173,float,C,20.9817184295908,20.503617275318,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 20.9817184295908},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914586360,1758914586.36052,1758914586.36052,1758914586.36052,float,C,26.765972593271393,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.765972593271393},groundtruth.temp-1
observed,temp-1,temp-1-1758914542362,1758914542.3622506,1758914542.3622506,1758914542.3622506,float,C,28.003097707906946,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.003097707906946},observed.temp-1
reconstructed,temp-1,temp-1-1758914542362,1758914542.3622506,1758914542.3622506,1758914542.3622506,float,C,28.003097707906946,27.10165291009261,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.003097707906946},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914587352,1758914587.3520675,1758914587.3520675,1758914587.3520675,float,C,22.881495086984106,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.881495086984106},groundtruth.temp-1
observed,temp-1,temp-1-1758914543353,1758914543.3536224,1758914543.3536224,1758914543.3536224,float,C,21.112679313848815,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.112679313848815},observed.temp-1
reconstructed,temp-1,temp-1-1758914543353,1758914543.3536224,1758914543.3536224,1758914543.3536224,float,C,21.112679313848815,22.71113661662127,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.112679313848815},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914588363,1758914588.3637376,1758914588.3637376,1758914588.3637376,float,C,27.498257094797765,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.498257094797765},groundtruth.temp-1
observed,temp-1,temp-1-1758914544358,1758914544.3583162,1758914544.3583162,1758914544.3583162,float,C,17.50721071337973,,,,,observed,SimulatedDroppingStream,{'ground_truth': 17.50721071337973},observed.temp-1
reconstructed,temp-1,temp-1-1758914544358,1758914544.3583162,1758914544.3583162,1758914544.3583162,float,C,17.50721071337973,17.89751290751999,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 17.50721071337973},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914590352,1758914590.352642,1758914590.352642,1758914590.352642,float,C,28.933788692330168,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.933788692330168},groundtruth.temp-1
observed,temp-1,temp-1-1758914545348,1758914545.348961,1758914545.348961,1758914545.348961,float,C,18.95027440049783,,,,,observed,SimulatedDroppingStream,{'ground_truth': 18.95027440049783},observed.temp-1
reconstructed,temp-1,temp-1-1758914545348,1758914545.348961,1758914545.348961,1758914545.348961,float,C,18.95027440049783,18.033155906393127,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 18.95027440049783},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914591359,1758914591.3596575,1758914591.3596575,1758914591.3596575,float,C,26.92890833724907,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.92890833724907},groundtruth.temp-1
observed,temp-1,temp-1-1758914546354,1758914546.3545945,1758914546.3545945,1758914546.3545945,float,C,25.188447922551678,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.188447922551678},observed.temp-1
reconstructed,temp-1,temp-1-1758914546354,1758914546.3545945,1758914546.3545945,1758914546.3545945,float,C,25.188447922551678,23.982061988676534,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.188447922551678},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914593358,1758914593.358997,1758914593.358997,1758914593.358997,float,C,21.77851186337388,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.77851186337388},groundtruth.temp-1
observed,temp-1,temp-1-1758914547356,1758914547.3567343,1758914547.3567343,1758914547.3567343,float,C,25.939525561205084,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.939525561205084},observed.temp-1
reconstructed,temp-1,temp-1-1758914547356,1758914547.3567343,1758914547.3567343,1758914547.3567343,float,C,25.939525561205084,26.37972682914103,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.939525561205084},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914594360,1758914594.3602831,1758914594.3602831,1758914594.3602831,float,C,17.163292181745078,,,,,groundtruth,GroundTruthStream,{'ground_truth': 17.163292181745078},groundtruth.temp-1
observed,temp-1,temp-1-1758914548347,1758914548.347659,1758914548.3616338,1758914548.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914548347,1758914548.347659,1758914548.3616338,1758914548.347659,float,C,30.96668348178146,30.96668348178146,KalmanFilter,0.5974366446976805,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914595351,1758914595.3515642,1758914595.3515642,1758914595.3515642,float,C,28.01815344752696,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.01815344752696},groundtruth.temp-1
observed,temp-1,temp-1-1758914549356,1758914549.3569975,1758914549.3569975,1758914549.3569975,float,C,27.54601135741184,,,,,observed,SimulatedDroppingStream,{'ground_truth': 27.54601135741184},observed.temp-1
reconstructed,temp-1,temp-1-1758914549356,1758914549.3569975,1758914549.3569975,1758914549.3569975,float,C,27.54601135741184,27.84974492283119,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 27.54601135741184},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914596349,1758914596.3499715,1758914596.3499715,1758914596.3499715,float,C,18.16073885832293,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.16073885832293},groundtruth.temp-1
observed,temp-1,temp-1-1758914550347,1758914550.347659,1758914550.363692,1758914550.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914550347,1758914550.347659,1758914550.363692,1758914550.347659,float,C,28.5012065010267,28.5012065010267,KalmanFilter,0.5964109300594103,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914597351,1758914597.3519883,1758914597.3519883,1758914597.3519883,float,C,16.585644368986184,,,,,groundtruth,GroundTruthStream,{'ground_truth': 16.585644368986184},groundtruth.temp-1
observed,temp-1,temp-1-1758914551349,1758914551.3490489,1758914551.3490489,1758914551.3490489,float,C,15.57919276706415,,,,,observed,SimulatedDroppingStream,{'ground_truth': 15.57919276706415},observed.temp-1
reconstructed,temp-1,temp-1-1758914551349,1758914551.3490489,1758914551.3490489,1758914551.3490489,float,C,15.57919276706415,16.001540753813522,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 15.57919276706415},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914598363,1758914598.3630407,1758914598.3630407,1758914598.3630407,float,C,17.18934732741807,,,,,groundtruth,GroundTruthStream,{'ground_truth': 17.18934732741807},groundtruth.temp-1
observed,temp-1,temp-1-1758914552359,1758914552.3592732,1758914552.3592732,1758914552.3592732,float,C,28.675443429976887,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.675443429976887},observed.temp-1
reconstructed,temp-1,temp-1-1758914552359,1758914552.3592732,1758914552.3592732,1758914552.3592732,float,C,28.675443429976887,25.889246498283867,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.675443429976887},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758914599358,1758914599.3582075,1758914599.3582075,1758914599.3582075,float,C,18.30133034393379,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.30133034393379},groundtruth.temp-1
