# Started Tue Dec 30 12:10:50 2025
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras
0fd2d096-bd1e-4ddb-8298-fcd96f7b91b8,float,speed-1,1767114698.6383498,17.207810734164493,1.0,observed,scalar,km/h,{'drift': 1.5691025693355183, 'noise': 0.7370267454071456}
8412c1a2-3859-46ad-951c-d010fa5383c8,float,engine-temp-1,1767114698.685863,74.04915556322898,1.0,observed,scalar,C,{'drift': -0.007137068159055182, 'noise': -1.6603696704056214}
8af696ed-95aa-4eb7-8606-8fbd7c21f692,float,fuel-1,1767114699.3818297,47.612079669564245,1.0,observed,scalar,%,{'drift': -0.3238291893763722, 'noise': 0.035170282953852126}
d7d18b94-a3f1-4afc-b25d-002a2beb30c3,float,engine-temp-1,1767114699.5852718,76.52531955093093,1.0,observed,scalar,C,{'drift': -0.06382059588940031, 'noise': 2.5399845835913544}
760eeba0-c4c6-4ca7-a073-7d2c990398a6,float,speed-1,1767114699.6325018,10.721279371996253,1.0,observed,scalar,km/h,{'drift': -1.7172561992793325, 'noise': -4.769275162888908}
597df2f5-6444-4a99-84ed-68f9759176e8,simulated,engine-temp-1,1767114700.4590704,74.53865832091195,0.9893168033045415,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114700.5623732}
f5da335d-b4e8-47eb-a8e5-f7528768a0ef,float,speed-1,1767114700.6232958,11.56341160935532,1.0,observed,scalar,km/h,{'drift': 1.1927491111825899, 'noise': -0.35061687382352263}
faa2b468-f21a-45f7-8847-7c2463b8f31b,float,fuel-1,1767114700.6383379,47.62276964444253,1.0,observed,scalar,%,{'drift': -0.02876211601724965, 'noise': 0.039452090895534364}
e3dd78da-8ef0-4308-986c-f0b3abbd482b,float,engine-temp-1,1767114701.357764,76.30177427735394,1.0,observed,scalar,C,{'drift': 0.29827227393712946, 'noise': -0.3091956843820831}
c4af560d-f59a-4426-92ab-2449ea6930b4,float,speed-1,1767114701.622617,13.831364531534577,1.0,observed,scalar,km/h,{'drift': 0.2960136679993788, 'noise': 1.9719392541798777}
8214857f-afa2-4e32-81fb-869726ba3684,float,fuel-1,1767114701.8849227,47.29252509260558,1.0,observed,scalar,%,{'drift': -0.3955069037060035, 'noise': 0.06526235186905198}
8f5c4975-40b6-4b0d-9078-0cd291bc0c2f,float,engine-temp-1,1767114702.2471476,76.9253633214009,1.0,observed,scalar,C,{'drift': -0.12154424941107861, 'noise': 0.7451332934580365}
1cc39575-1973-46ca-a478-a7744866b0dd,simulated,speed-1,1767114702.6190646,15.805533987888557,0.9497352051185151,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114702.734125}
1659fc7a-f832-4314-b49c-9b474632bcc0,float,fuel-1,1767114703.1377978,47.40713388883532,1.0,observed,scalar,%,{'drift': 0.16938568294797351, 'noise': -0.05477688671823419}
d06fd3fd-d884-4793-ada1-997771f4e90a,float,engine-temp-1,1767114703.1377978,77.02511758979554,1.0,observed,scalar,C,{'drift': -0.17387512458344076, 'noise': 0.27362939297808386}
02daa49b-ac87-4abe-97c3-2ba815ed8804,float,speed-1,1767114703.6367884,11.248087171904636,1.0,observed,scalar,km/h,{'drift': 0.3087262258716317, 'noise': 2.27207301086086}
9bdabfd3-fb91-498f-8f7d-0d74b1662bbd,float,engine-temp-1,1767114704.027925,77.42530178378206,1.0,observed,scalar,C,{'drift': 0.15474464835089036, 'noise': 0.2454395456356287}
f3eb2d48-6b33-44ea-a97d-f0ee1c3b2fe8,float,fuel-1,1767114704.374238,47.46811662038999,1.0,observed,scalar,%,{'drift': 0.3269510021616857, 'noise': -0.2659682706070107}
25adda00-8ae8-4003-b72a-de4d20a31ad4,float,speed-1,1767114704.6241992,5.086997443483828,1.0,observed,scalar,km/h,{'drift': -1.5767463440780047, 'noise': -4.584343384342804}
20c574bb-4d30-4956-8f41-ea2b44069043,float,engine-temp-1,1767114704.9200706,79.25933670042154,1.0,observed,scalar,C,{'drift': 0.2027142308950985, 'noise': 1.6313206857443776}
d9b8b19d-567c-49a3-abd8-d15151356291,float,speed-1,1767114705.6289878,2.9766995353067953,1.0,observed,scalar,km/h,{'drift': -0.8110040054895968, 'noise': -1.2992939026874357}
0c0675e1-1528-4fcf-b1e7-5e1bbb09071f,float,fuel-1,1767114705.6289878,47.352749528112014,1.0,observed,scalar,%,{'drift': -0.12711156349170805, 'noise': 0.011744471213731686}
bb2dd5a9-398b-4c35-8b0f-dd51903b4f8b,float,engine-temp-1,1767114705.816382,80.15680785270801,1.0,observed,scalar,C,{'drift': -0.1122270539937193, 'noise': 1.0096982062801887}
b1dbf970-43d1-467d-8bbc-026eafd1eb06,float,speed-1,1767114706.6270065,10.714728174823158,1.0,observed,scalar,km/h,{'drift': -1.2136236442531056, 'noise': 8.951652283769468}
4bcf9a00-e06b-46fe-b0ea-b6ca7c03c946,float,engine-temp-1,1767114706.7047162,82.80811579462065,1.0,observed,scalar,C,{'drift': -0.06152258543298739, 'noise': 2.7128305273456266}
eea04559-5dc3-4000-9ee5-717be4cb19e9,float,fuel-1,1767114706.8774924,47.643806745619024,1.0,observed,scalar,%,{'drift': 0.20510685924148542, 'noise': 0.08595035826552311}
9e0538dc-1d7a-450e-95f5-981687cb1dba,float,engine-temp-1,1767114707.5936937,83.04412388181117,1.0,observed,scalar,C,{'drift': -0.04330895100169935, 'noise': 0.2793170381922212}
6470f0c0-4f0f-4e4c-9576-b49e8988bc3e,float,speed-1,1767114707.6252003,20.245874381009006,1.0,observed,scalar,km/h,{'drift': 1.5895460587726342, 'noise': 7.941600147413213}
094308d6-e3a2-4466-8034-bb8cbc5f9513,float,fuel-1,1767114708.1393816,47.412002452243655,1.0,observed,scalar,%,{'drift': -0.48371172691856323, 'noise': 0.2519074335431947}
761d829b-70fd-4c44-adac-d721efd40a2d,float,engine-temp-1,1767114708.4817164,83.27348224398098,1.0,observed,scalar,C,{'drift': 0.1594445058368879, 'noise': 0.06991385633291661}
06774a47-7a92-4711-890f-082103b7a8d8,simulated,speed-1,1767114708.6190646,11.720424399185902,0.946283371372192,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114708.7327068}
7ca86c6a-82fb-4540-afe2-58ec7bf4790d,float,engine-temp-1,1767114709.3643315,82.09469555426385,1.0,observed,scalar,C,{'drift': -0.033973024583672906, 'noise': -1.1448136651334493}
f3628dba-e504-4b75-8d27-9c7b4db94e20,float,fuel-1,1767114709.3798435,47.06781439247422,1.0,observed,scalar,%,{'drift': -0.1999073082267645, 'noise': -0.14428075154266976}
f1259551-007d-4c9a-ae14-77100243d3a1,float,speed-1,1767114709.631902,19.17756727505626,1.0,observed,scalar,km/h,{'drift': -0.24866248859300377, 'noise': -0.1986725000079669}
3b533b96-26e7-4bad-b2cc-7f71f8f7e007,float,engine-temp-1,1767114710.2538695,82.62028191780486,1.0,observed,scalar,C,{'drift': 0.2729375116939224, 'noise': 0.25264885184708363}
06beceea-2982-4bf0-8ea6-f94c36d3f0c8,float,fuel-1,1767114710.6307714,47.42752721994742,1.0,observed,scalar,%,{'drift': 0.23672393107190604, 'noise': 0.12298889640129573}
e3318db0-59a6-4010-a704-d87fc22e3021,float,speed-1,1767114710.6307714,21.943364558410632,1.0,observed,scalar,km/h,{'drift': 1.3091049274687498, 'noise': 1.4566923558856246}
c46820d5-865f-40e7-8151-57feba764b69,float,engine-temp-1,1767114711.144795,82.66532104025278,1.0,observed,scalar,C,{'drift': 0.1305450867216429, 'noise': -0.08550596427372655}
6183d113-6e3e-43a0-aefb-6fe67b3406da,float,speed-1,1767114711.6236644,24.147122273913688,1.0,observed,scalar,km/h,{'drift': -1.5737174551341613, 'noise': 3.7774751706372185}
bdab7ff3-38b6-432f-8f2e-ed8f3fb5be5b,float,fuel-1,1767114711.8894093,47.02023850799529,1.0,observed,scalar,%,{'drift': -0.31092489038947624, 'noise': -0.09636382156265444}
b0852e32-4db3-41d9-85d8-939eb465f0f5,float,engine-temp-1,1767114712.0459204,81.02226684476345,1.0,observed,scalar,C,{'drift': -0.13991658980951563, 'noise': -1.5031376056798085}
0f7a27e1-a052-4daa-9e2f-8743bd16e066,simulated,speed-1,1767114712.6190646,20.235019540428965,0.9429078355432803,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114712.7313898}
3677e8a0-6c7a-4e9a-9a8d-372786c4fdfd,float,engine-temp-1,1767114712.9343145,79.76339236921667,1.0,observed,scalar,C,{'drift': -0.28069478427930616, 'noise': -0.9781796912674641}
473ef1c6-5d78-442c-9d42-f3c78b4964b7,float,fuel-1,1767114713.1373222,47.28286540742249,1.0,observed,scalar,%,{'drift': 0.3546019454296355, 'noise': -0.09197504600243071}
a7b45525-3b0d-4ebe-9ce5-454a29ee5da3,float,speed-1,1767114713.6359732,33.47125710133124,1.0,observed,scalar,km/h,{'drift': -0.5047197157933683, 'noise': 4.3829742737592685}
5ae05d36-7865-4763-8817-f33278a8fbb9,float,engine-temp-1,1767114713.8238573,79.51835337623143,1.0,observed,scalar,C,{'drift': -0.21960243644521832, 'noise': -0.025436556540018238}
442f75c7-3f9a-4f68-b741-c2091f31d140,float,fuel-1,1767114714.38508,47.16316249314444,1.0,observed,scalar,%,{'drift': -0.17310767589517584, 'noise': 0.05340476161712804}
fc4b09d8-fe95-4751-9b35-9b9f0c6f0083,float,speed-1,1767114714.6353796,33.8672475177668,1.0,observed,scalar,km/h,{'drift': 0.23572567552103996, 'noise': 0.16026474091452192}
7521effa-8910-4f63-a443-8fe54be34e17,float,engine-temp-1,1767114714.714017,79.8184452597809,1.0,observed,scalar,C,{'drift': 0.10624220818587049, 'noise': 0.19384967536360595}
7a997fad-3c3a-4014-92b3-487c94ccb595,float,engine-temp-1,1767114715.60042,78.74957974932597,1.0,observed,scalar,C,{'drift': 0.2534813017940623, 'noise': -1.322346812248988}
9ecc0421-840e-4978-bddf-b91c20dd67f8,float,fuel-1,1767114715.6319542,47.40599507145928,1.0,observed,scalar,%,{'drift': 0.3257075083772125, 'noise': -0.0828749300623706}
9528cf3b-5c21-4978-a7cb-9ce985f849be,float,speed-1,1767114715.6319542,39.01680246551091,1.0,observed,scalar,km/h,{'drift': -1.5832915097856155, 'noise': 6.732846457529719}
ea331a99-ad07-44b1-867f-a54e3d287b41,float,engine-temp-1,1767114716.4894783,80.72728952888214,1.0,observed,scalar,C,{'drift': 0.2212190398468879, 'noise': 1.7564907397092708}
7b93b174-6c6a-4294-8ace-5ae0ed73494c,float,speed-1,1767114716.6284068,40.600530993971546,1.0,observed,scalar,km/h,{'drift': 0.9991558049870513, 'noise': 0.5845727234735916}
8a79d0c5-a3fa-414e-aa4e-d8977efb84ee,float,fuel-1,1767114716.8810308,47.37415049701743,1.0,observed,scalar,%,{'drift': -0.11981573018062519, 'noise': 0.08797115573877579}
cacdec36-4026-4e96-a8d2-fe915bac4695,simulated,engine-temp-1,1767114717.3690724,79.99973812551157,0.9878513009495202,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114717.4761858}
e8417f18-e1e7-4129-9679-4fed097dc194,float,speed-1,1767114717.632483,40.53526970899341,1.0,observed,scalar,km/h,{'drift': -1.3107760211707387, 'noise': 1.245514736192604}
344be5f0-bf33-4d53-b436-10af2910c416,float,fuel-1,1767114718.1358876,46.674139793183066,1.0,observed,scalar,%,{'drift': -0.4932371897639094, 'noise': -0.2067735140704536}
84d1ed1a-5db7-466d-bef8-55e9ba445d47,float,engine-temp-1,1767114718.2782936,81.23878298808417,1.0,observed,scalar,C,{'drift': -0.2520244966644686, 'noise': -0.9114516158315842}
093e6006-6064-44ba-9cfc-6cf1a6b83c77,float,speed-1,1767114718.6243215,41.73288115898747,1.0,observed,scalar,km/h,{'drift': -0.7162556114669627, 'noise': 1.9138670614610207}
d88598f1-ccf5-4ade-9b88-4a5b96d64d0d,float,engine-temp-1,1767114719.159365,81.41386755322063,1.0,observed,scalar,C,{'drift': 0.18200094783956822, 'noise': -0.00691638270310305}
9e59d6f8-1722-4969-a581-2fd119b7bc10,float,fuel-1,1767114719.3804739,47.13626493216214,1.0,observed,scalar,%,{'drift': 0.4351279179526427, 'noise': 0.026997221026436244}
18644af8-64b6-4abc-9e31-86c0771593dd,float,speed-1,1767114719.6282926,40.21651982389417,1.0,observed,scalar,km/h,{'drift': 1.6539860147941643, 'noise': -3.1703473498874644}
ec5d448f-b1fc-434c-aaf8-0940ebd77770,float,engine-temp-1,1767114720.0484238,81.74462212654088,1.0,observed,scalar,C,{'drift': -0.041329704684565094, 'noise': 0.3720842780048167}
bb2cc3fc-2a30-4fa9-a72f-3e355e8abec3,float,fuel-1,1767114720.635867,46.82693787945976,1.0,observed,scalar,%,{'drift': -0.35441217956551485, 'noise': 0.04508512686313712}
b82337a6-f682-4100-a759-da7ffcd6c50c,float,speed-1,1767114720.635867,43.53602045291759,1.0,observed,scalar,km/h,{'drift': 1.1037768729045485, 'noise': 2.215723756118872}
275a0124-8bb9-4664-91b2-4e9d96c1a279,float,engine-temp-1,1767114720.9469662,81.56319352043931,1.0,observed,scalar,C,{'drift': 0.10658280169754814, 'noise': -0.28801140779910495}
dda2b9ec-e95d-49a5-8738-7fa5e1427c9c,float,speed-1,1767114721.6298444,36.65964293679092,1.0,observed,scalar,km/h,{'drift': -1.0831641598533426, 'noise': -5.793213356273335}
f2827c0b-199b-45b7-a75b-ddaf22878968,float,engine-temp-1,1767114721.8326066,81.3132213707354,1.0,observed,scalar,C,{'drift': -0.24525559361188184, 'noise': -0.00471655609201901}
5eff9e2f-be68-4c42-ab48-469455eb7679,float,fuel-1,1767114721.8798306,46.645627521121746,1.0,observed,scalar,%,{'drift': -0.1339689446069633, 'noise': -0.047341413731050455}
008b397b-d26d-4f98-aef6-cee6eecc8a28,float,speed-1,1767114722.6366553,38.468488987125575,1.0,observed,scalar,km/h,{'drift': -1.1811603351114455, 'noise': 2.9900063854461063}
85ee120f-b723-460f-9409-cf3bffc8f379,float,engine-temp-1,1767114722.7152514,81.32592959181231,1.0,observed,scalar,C,{'drift': 0.09020021025955127, 'noise': -0.07749198918265078}
4a91636a-90bf-4c50-8b99-c1576127aec5,float,fuel-1,1767114723.139737,46.59851838042775,1.0,observed,scalar,%,{'drift': -0.028846787180988986, 'noise': -0.01826235351300806}
06c2db37-79db-4ac7-8f47-e54a2d43f315,float,engine-temp-1,1767114723.6100016,87.57037590319207,1.0,observed,scalar,C,{'drift': 0.2832841038220623, 'noise': 5.961162207557697}
662e68ab-5a58-437b-b5af-10930b4b1378,float,speed-1,1767114723.625531,37.36692659834416,1.0,observed,scalar,km/h,{'drift': -0.04675832381612377, 'noise': -1.0548040649652948}
4289ed97-160e-49d4-b10b-53b0e804435f,float,fuel-1,1767114724.3901498,46.92852718053639,1.0,observed,scalar,%,{'drift': 0.2947087721218091, 'noise': 0.03530002798683418}
4ed6cfdb-4f02-4b3e-b5ef-95696f20d0b7,simulated,engine-temp-1,1767114724.4890733,82.1561531856757,0.9841719961057837,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114724.592485}
9677d0e6-6395-4558-b003-56d88e7babc1,simulated,speed-1,1767114724.6190646,41.008360667040286,0.9443915255395942,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114724.7331095}
fe0cc736-f066-4a29-909b-d385f9ffea49,float,engine-temp-1,1767114725.3889039,88.3873010808211,1.0,observed,scalar,C,{'drift': 0.17042132028464468, 'noise': 1.095904131300979}
b2a8f0e4-be7a-40dc-9ac6-2d73f74b1a9d,float,speed-1,1767114725.621976,43.109456742814615,1.0,observed,scalar,km/h,{'drift': 1.2729431328026148, 'noise': -0.9584465761355373}
343318e4-69c5-449a-9443-ac496d55e845,simulated,fuel-1,1767114725.6190646,47.657407447781395,0.9983530595826233,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114725.730892}
43506000-3382-48e1-a7a9-8981dc8db816,float,engine-temp-1,1767114726.2774923,87.90776618333675,1.0,observed,scalar,C,{'drift': -0.20638955308513973, 'noise': -0.2731453443992158}
4f530557-aabe-477b-a46d-11ca0fae9ce3,float,speed-1,1767114726.635089,40.885606140196884,1.0,observed,scalar,km/h,{'drift': 1.6555948031082743, 'noise': -3.879445405726005}
e64af88e-f371-44d3-81c0-7ca12e8cae1d,float,fuel-1,1767114726.8838825,46.551771137959534,1.0,observed,scalar,%,{'drift': -0.4751743766071248, 'noise': -0.11899993797850644}
7174c0f2-0583-455f-b6b2-fe3018b232f8,float,engine-temp-1,1767114727.165298,86.56528459380797,1.0,observed,scalar,C,{'drift': 0.13496731884424118, 'noise': -1.47744890837301}
f06aaab1-a8c1-4aae-be75-47a0e4fb328e,float,speed-1,1767114727.6362603,35.94874267366952,1.0,observed,scalar,km/h,{'drift': -1.0277875405554249, 'noise': -3.909075925971936}
a77473a1-0b49-4805-a752-6a8b998a2292,float,engine-temp-1,1767114728.0538933,88.33920733593338,1.0,observed,scalar,C,{'drift': 0.02787332585632213, 'noise': 1.7460494162690876}
ad8ccaf5-f442-4155-b809-4c8c5a835acc,float,fuel-1,1767114728.1334467,46.92743595137595,1.0,observed,scalar,%,{'drift': 0.36088700567832876, 'noise': 0.014777807738082911}
50184eb4-5014-4508-a912-6a694b7cf990,float,speed-1,1767114728.6312087,37.784246538984135,1.0,observed,scalar,km/h,{'drift': 0.7078001303899177, 'noise': 1.1277037349246968}
bfcf97d4-e759-4d01-bda6-5140cf775864,float,engine-temp-1,1767114728.9586732,90.18316438423649,1.0,observed,scalar,C,{'drift': -0.11718819347115136, 'noise': 1.961145241774267}
8cfd5ceb-611e-42b0-b8c1-630424dff2ee,float,fuel-1,1767114729.3810713,47.42430296587211,1.0,observed,scalar,%,{'drift': 0.44811274194262496, 'noise': 0.048754272553532596}
67f7fe65-63b5-44f9-91fe-491f5d2190ec,simulated,speed-1,1767114729.6190646,43.93363982872974,0.9410215292049886,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114729.7237456}
71643118-f0ea-4f3e-bd7b-0832023aaab0,float,engine-temp-1,1767114729.847798,89.93856359462704,1.0,observed,scalar,C,{'drift': -0.28336265118926773, 'noise': 0.03876186157981529}
c3a13c63-6bfa-422a-8c96-4d3f781a2d83,float,speed-1,1767114730.6299236,44.41180731022993,1.0,observed,scalar,km/h,{'drift': -0.32247593064648017, 'noise': -2.0921579779138173}
cfb3a8ed-b84e-4256-9281-47799a4e137b,float,fuel-1,1767114730.6299236,47.79666212926473,1.0,observed,scalar,%,{'drift': 0.34568829839961535, 'noise': 0.026670864993010274}
75346d8c-f5d3-4cbb-8403-225175053fe9,float,engine-temp-1,1767114730.7239447,90.02580948465452,1.0,observed,scalar,C,{'drift': 0.10448687530747514, 'noise': -0.017240985280006182}
773c356d-df98-448b-a4d2-9aba0ec1f8a8,float,engine-temp-1,1767114731.6249344,90.25931276764139,1.0,observed,scalar,C,{'drift': 0.14214546250988613, 'noise': 0.09135782047698862}
c603e157-8fa4-4a11-ae40-020a9c3fd111,simulated,speed-1,1767114731.6190646,48.49078961397986,0.9346381544442094,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114731.7337632}
02ea1457-1bb0-4b42-8c7e-735d08af80b3,simulated,fuel-1,1767114731.8690646,47.468109066578485,0.9972845743638553,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114731.9830308}
a625698f-8317-4548-8630-9f3f5938be9e,float,engine-temp-1,1767114732.5131805,87.94585120163555,1.0,observed,scalar,C,{'drift': -0.26646461600314836, 'noise': -2.0469969500026934}
02ef0ca4-2a4c-4951-9931-254cee1acb01,float,speed-1,1767114732.6363738,34.57092754275496,1.0,observed,scalar,km/h,{'drift': -1.812895618903784, 'noise': -1.3254243401859447}
bd3a1180-7b97-45aa-a6c8-24408a958b06,float,fuel-1,1767114733.1337364,47.77123140560452,1.0,observed,scalar,%,{'drift': -0.15137551108638014, 'noise': 0.16470886877035612}
8c863985-bd10-4ea5-a5a3-6a99f3d38e30,simulated,engine-temp-1,1767114733.3890743,88.28194964188593,0.9814853366793563,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114733.4938333}
73dfff95-8022-4c75-9f62-4616d0919ffa,float,speed-1,1767114733.6330466,32.3380057007458,1.0,observed,scalar,km/h,{'drift': -0.6385878486771923, 'noise': -1.5943339933319602}
a5655025-4314-41eb-96b9-2431ae793cae,float,engine-temp-1,1767114734.289699,86.90301225870894,1.0,observed,scalar,C,{'drift': -0.29879197599576485, 'noise': 0.6911853573690273}
323da240-6a1a-41df-85bf-ab73d3c5f798,float,fuel-1,1767114734.3830216,48.18119610806589,1.0,observed,scalar,%,{'drift': 0.4143954169659061, 'noise': -0.0044307145045310815}
530f7a4e-4eb9-489a-8783-7355401546b5,float,speed-1,1767114734.6339285,31.480968546074543,1.0,observed,scalar,km/h,{'drift': 0.38809404078309795, 'noise': -1.2451311954543591}
30e0ba84-2e7f-4924-a45a-92eeba07ebfb,float,engine-temp-1,1767114735.1776028,84.70977365848944,1.0,observed,scalar,C,{'drift': -0.003276796053624076, 'noise': -2.1899618041658835}
f3348b11-01a7-4fe9-8074-28445ab7a2ac,float,fuel-1,1767114735.631045,47.997994750852534,1.0,observed,scalar,%,{'drift': -0.46828324100481455, 'noise': 0.28508188379145855}
f0eda195-e194-4b04-bf75-0c4c4c97f2dc,float,speed-1,1767114735.631045,26.45154919935367,1.0,observed,scalar,km/h,{'drift': -1.9971690368596144, 'noise': -3.032250309861257}
fad51b64-e63f-400d-97a0-806440141a85,float,engine-temp-1,1767114736.0682523,85.32310010968229,1.0,observed,scalar,C,{'drift': -0.05151137023346447, 'noise': 0.664837821426306}
343e9e67-d007-46c8-9b65-1fdc4393cc83,float,speed-1,1767114736.6302602,30.742498458858037,1.0,observed,scalar,km/h,{'drift': 1.7265536582271443, 'noise': 2.56439560127722}
82cce197-8ed6-4cfb-8316-1398860a8d15,float,fuel-1,1767114736.8791873,48.026062078716954,1.0,observed,scalar,%,{'drift': 0.1763940132557591, 'noise': -0.14832668539134225}
19152eb6-3809-4f7c-936b-994fba2f3fdd,simulated,engine-temp-1,1767114736.9490747,87.41899244794331,0.9772877853892943,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114737.0511687}
cee9aeaf-a398-44b0-815b-529068dc3692,float,speed-1,1767114737.631013,27.988158646435043,1.0,observed,scalar,km/h,{'drift': -1.5346373191342244, 'noise': -1.21970249328877}
4382aa30-2728-4ba5-88e4-c6dad9020490,float,engine-temp-1,1767114737.8523016,88.95853719909742,1.0,observed,scalar,C,{'drift': -0.04937518883301073, 'noise': 2.02768842602228}
8f0f1a72-a329-467a-b3c9-37de2558ac38,float,fuel-1,1767114738.1323915,48.28710553015394,1.0,observed,scalar,%,{'drift': 0.3998881942295587, 'noise': -0.1388447427925786}
2cad19d3-c25f-459d-bb5b-e4bab2e6fdc0,float,speed-1,1767114738.6330822,28.768496807684134,1.0,observed,scalar,km/h,{'drift': -1.572608217449213, 'noise': 2.352946378698304}
4ff53dd8-84f3-4a9e-9f57-25bc300bea0d,float,engine-temp-1,1767114738.7421267,89.11866313791013,1.0,observed,scalar,C,{'drift': -0.0008949269799114479, 'noise': 0.16102086579262456}
25d03a8c-8ee6-4006-a3d2-aeb6b56a9b02,float,fuel-1,1767114739.3833086,48.06252381662815,1.0,observed,scalar,%,{'drift': -0.2546259324393644, 'noise': 0.030044218913577822}
024ef82e-5136-48a1-b336-668af1fd347f,float,engine-temp-1,1767114739.6330442,89.5976078714282,1.0,observed,scalar,C,{'drift': 0.2004933923255791, 'noise': 0.27845134119249043}
6604d678-0c29-4f12-8269-73b459a69a8b,simulated,speed-1,1767114739.6190646,34.37118047644293,0.9403335830841529,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114739.7253628}
34d32ccc-ed1a-4019-8eb9-114ec220591c,float,engine-temp-1,1767114740.5268953,91.3666711978637,1.0,observed,scalar,C,{'drift': 0.1382851984377545, 'noise': 1.6307781279977425}
4f01ae8e-1f0d-4e51-b626-a869eb129726,float,fuel-1,1767114740.6354492,47.610485187924574,1.0,observed,scalar,%,{'drift': -0.24820193930813705, 'noise': -0.20383668939544086}
954c5980-136f-4369-bbb8-59aa15859e13,float,speed-1,1767114740.6354492,24.873035016314404,1.0,observed,scalar,km/h,{'drift': 0.7669699304729076, 'noise': -4.501027677926482}
7a0b3de8-f68a-45e3-a62c-4fa6cd00529f,simulated,engine-temp-1,1767114741.3990753,89.78553465922306,0.9747616281537975,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114741.5133452}
7fb271db-8f15-4347-8ca6-388c9773f85b,simulated,speed-1,1767114741.6190646,31.805119632073573,0.9332184091520416,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114741.734136}
a0ca2df0-0fe5-429d-b4ba-61f57157b7ef,float,fuel-1,1767114741.8770378,47.5686359787088,1.0,observed,scalar,%,{'drift': 0.06554117145751392, 'noise': -0.10739038067329354}
b38aaba7-2da8-4787-acd9-02cb47f527cf,float,engine-temp-1,1767114742.3006139,91.87686243293692,1.0,observed,scalar,C,{'drift': 0.27660843138249663, 'noise': -1.2835974584426644}
dca47ca3-4753-420a-85bd-e787d37ce7c4,simulated,speed-1,1767114742.6190646,33.397401644352,0.919302413877502,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114742.7272146}
6d612f67-47f2-40f8-87b5-2c1ed54e61fd,float,fuel-1,1767114743.133309,47.157543083590795,1.0,observed,scalar,%,{'drift': -0.4921161008956805, 'noise': 0.0810232057776774}
4ef52fc4-3ba8-422d-88f7-e675e5231a5c,float,engine-temp-1,1767114743.195011,92.03304473978977,1.0,observed,scalar,C,{'drift': -0.21921116082562947, 'noise': 0.3753934676784779}
183df607-e9bc-4d45-8f17-0aeb4cf278de,float,speed-1,1767114743.6296535,26.399209970072953,1.0,observed,scalar,km/h,{'drift': 0.522894218482925, 'noise': 4.7265295531918365}
67db325c-a33f-496b-ae3e-ad4106db4029,float,engine-temp-1,1767114744.0789654,89.58492902275452,1.0,observed,scalar,C,{'drift': -0.10197679049825839, 'noise': -2.346138926536991}
8b823000-6f3e-4899-8ec9-e5b8417cf50c,float,fuel-1,1767114744.3742144,47.57602805346708,1.0,observed,scalar,%,{'drift': 0.31366549671407573, 'noise': 0.10481947316220915}
e7d97d04-7d1c-42ce-a77d-cfc9e8294443,float,speed-1,1767114744.62817,25.681233273826294,1.0,observed,scalar,km/h,{'drift': 1.849295362943244, 'noise': -2.5672720591899023}
598ca9ea-4bb3-4203-88a9-5b03e4af33c4,float,engine-temp-1,1767114744.972058,89.78104780311806,1.0,observed,scalar,C,{'drift': 0.10115398898100969, 'noise': 0.0949647913825255}
fc690bbd-8bf7-40e4-9cca-f9b8e50e7193,float,fuel-1,1767114745.626907,48.04876885540716,1.0,observed,scalar,%,{'drift': 0.49945265719717746, 'noise': -0.026711855257095515}
cf0e4a59-c33d-499e-8997-a6adda5fe724,simulated,speed-1,1767114745.6190646,28.181358639043,0.9319748226398512,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114745.7211397}
8fc2ffb4-9bb8-42a6-8656-0e00b181a773,float,engine-temp-1,1767114745.861171,87.40891477858813,1.0,observed,scalar,C,{'drift': 0.21760955812660526, 'noise': -2.5897425826565383}
