# Started Tue Mar 31 16:06:33 2026
type,ts,scenario,constituent_id,from_state,target_state,goal_domain,transition,result,final_state,health,goal_match,trigger_event
lifecycle_decision,415,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,415,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,416,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,416,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,416,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,417,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,417,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,417,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,418,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,418,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,418,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,419,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,419,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,419,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,420,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,420,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,420,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,421,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,421,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,421,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,422,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,422,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,422,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,423,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,423,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,423,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,424,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,424,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,424,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,425,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,425,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,425,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,426,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,426,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,426,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,427,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,427,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,427,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,428,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,428,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,428,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,429,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,429,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,429,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,430,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,430,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,430,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,431,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,431,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,431,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,432,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,432,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,432,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,433,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,433,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,433,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,434,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,434,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,434,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,435,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,435,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,435,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,436,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,436,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,436,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,437,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,437,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,437,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,438,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,438,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,438,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,439,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,439,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,439,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,denied,prepared/prepared,failed,False,raise_join_so_s
lifecycle_decision,440,LifecycleEvaluation,dt-1,prepared/prepared,ideal,health,raise_full_recovery,denied,prepared/prepared,ideal,True,raise_full_recovery
lifecycle_decision,440,LifecycleEvaluation,dt-1,prepared/prepared,participating,belonging,raise_join_so_s,made,passive/available,ideal,False,raise_join_so_s
lifecycle_decision,440,LifecycleEvaluation,dt-2,prepared/prepared,ideal,health,raise_full_recovery,denied,prepared/prepared,ideal,True,raise_full_recovery
lifecycle_decision,440,LifecycleEvaluation,dt-2,prepared/prepared,participating,belonging,raise_join_so_s,made,passive/available,ideal,False,raise_join_so_s
lifecycle_decision,440,LifecycleEvaluation,dt-3,prepared/prepared,ideal,health,raise_full_recovery,denied,prepared/prepared,ideal,True,raise_full_recovery
lifecycle_decision,440,LifecycleEvaluation,dt-3,prepared/prepared,participating,belonging,raise_join_so_s,made,passive/available,ideal,False,raise_join_so_s
lifecycle_decision,441,LifecycleEvaluation,dt-1,passive/available,participating,belonging,raise_join_invitation,made,passive/negotiating,ideal,False,raise_join_invitation
lifecycle_decision,441,LifecycleEvaluation,dt-2,passive/available,participating,belonging,raise_join_invitation,made,passive/negotiating,ideal,False,raise_join_invitation
lifecycle_decision,441,LifecycleEvaluation,dt-3,passive/available,participating,belonging,raise_join_invitation,made,passive/negotiating,ideal,False,raise_join_invitation
lifecycle_decision,442,LifecycleEvaluation,dt-1,passive/negotiating,participating,belonging,raise_join_constellation,made,active/pending_entry,ideal,False,raise_join_constellation
lifecycle_decision,442,LifecycleEvaluation,dt-2,passive/negotiating,participating,belonging,raise_join_constellation,made,active/pending_entry,ideal,False,raise_join_constellation
lifecycle_decision,442,LifecycleEvaluation,dt-3,passive/negotiating,participating,belonging,raise_join_constellation,made,active/pending_entry,ideal,False,raise_join_constellation
lifecycle_decision,443,LifecycleEvaluation,dt-1,active/pending_entry,participating,belonging,raise_constellation_stable,made,active/full_role,ideal,False,raise_constellation_stable
lifecycle_decision,443,LifecycleEvaluation,dt-2,active/pending_entry,participating,belonging,raise_constellation_stable,made,active/full_role,ideal,False,raise_constellation_stable
lifecycle_decision,443,LifecycleEvaluation,dt-3,active/pending_entry,participating,belonging,raise_constellation_stable,made,active/full_role,ideal,False,raise_constellation_stable
